step,loss,lr,elapsed_s
10460,0.015054,4.831e-05,465.2
10480,0.016258,4.815e-05,466.0
10500,0.015641,4.799e-05,466.8
10520,0.014049,4.783e-05,468.0
10540,0.015171,4.766e-05,468.8
10560,0.012672,4.750e-05,469.7
10580,0.015284,4.734e-05,470.5
10600,0.014773,4.718e-05,471.3
10620,0.015816,4.702e-05,472.1
10640,0.014929,4.686e-05,472.9
10660,0.015120,4.670e-05,473.7
10680,0.014878,4.654e-05,474.5
10700,0.014626,4.638e-05,475.3
10720,0.015346,4.622e-05,476.1
10740,0.016438,4.606e-05,476.9
10760,0.012948,4.590e-05,477.7
10780,0.015951,4.574e-05,478.5
10800,0.012726,4.558e-05,479.3
10820,0.011898,4.541e-05,480.1
10840,0.014875,4.525e-05,480.9
10860,0.015714,4.509e-05,481.7
10880,0.014777,4.493e-05,482.5
10900,0.013374,4.477e-05,483.4
10920,0.013378,4.461e-05,484.2
10940,0.013160,4.445e-05,485.0
10960,0.016157,4.429e-05,485.8
10980,0.013583,4.413e-05,486.7
11000,0.014660,4.397e-05,487.5
11020,0.013082,4.381e-05,488.7
11040,0.013281,4.365e-05,489.6
11060,0.012334,4.349e-05,490.4
11080,0.013925,4.333e-05,491.2
11100,0.012540,4.317e-05,492.0
11120,0.012931,4.301e-05,492.9
11140,0.012552,4.286e-05,493.7
11160,0.012234,4.270e-05,494.5
11180,0.014705,4.254e-05,495.3
11200,0.013115,4.238e-05,496.1
11220,0.014638,4.222e-05,497.0
11240,0.013536,4.206e-05,497.8
11260,0.012814,4.190e-05,498.6
11280,0.013593,4.174e-05,499.4
11300,0.015842,4.158e-05,500.2
11320,0.014407,4.142e-05,501.0
11340,0.011840,4.126e-05,501.8
11360,0.012378,4.111e-05,502.6
11380,0.015234,4.095e-05,503.4
11400,0.013373,4.079e-05,504.2
11420,0.012984,4.063e-05,505.0
11440,0.013995,4.047e-05,505.8
11460,0.015287,4.031e-05,506.6
11480,0.012616,4.016e-05,507.4
11500,0.011905,4.000e-05,508.3
11520,0.012753,3.984e-05,509.5
11540,0.014277,3.968e-05,510.3
11560,0.012104,3.953e-05,511.1
11580,0.011716,3.937e-05,511.9
11600,0.014223,3.921e-05,512.7
11620,0.012234,3.905e-05,513.5
11640,0.011727,3.890e-05,514.3
11660,0.014142,3.874e-05,515.2
11680,0.012152,3.858e-05,516.0
11700,0.012728,3.843e-05,516.8
11720,0.014753,3.827e-05,517.6
11740,0.013471,3.811e-05,518.4
11760,0.012341,3.796e-05,519.2
11780,0.016293,3.780e-05,520.0
11800,0.012558,3.764e-05,520.8
